Time,P001.df,P001.f,P001.ip_a,P001.ip_m,P001.vp_a,P001.vp_m,P002.df,P002.f,P002.ip_a,P002.ip_m,P002.vp_a,P002.vp_m,P003.df,P003.f,P003.ip_a,P003.ip_m,P003.vp_a,P003.vp_m
3.5,0,59.982,77.26279,0.994600505350069,-95.29788,1.01643174495945,0.00539,59.98257,-78.69605,2.63954718967919,-85.89868,1.04500414095901,0.00665,59.98393,113.10855,0.605618938206746,15.58037,1.02154938713376
3.533,0,59.982,76.98559,0.99750714468074,-95.50987,1.01646343646879,0.00791,59.98318,-78.81924,2.6399942822221,-86.10095,1.04452033127348,0.00058,59.98309,112.76526,0.605305280259978,15.3819,1.02153389767951
3.567,0,59.982,77.02566,0.99751090929317,-95.72187,1.01632610657824,-0.00138,59.98175,-78.82766,2.63909400204949,-86.31415,1.04335549085784,-0.00499,59.98219,112.56146,0.605010863665631,15.17176,1.02146452869324
3.6,-0.01,59.981,77.3927,0.991672174681109,-95.93195,1.01603021818,-0.00967,59.98029,-78.9111,2.63680529695916,-86.54758,1.04252927927759,-0.00731,59.98191,112.44001,0.604852152386032,14.95557,1.02139909211496
3.633,0,59.982,77.16916,0.989513617620507,-96.15158,1.01593511403139,-0.00424,59.98101,-79.13375,2.63523539381999,-86.77938,1.04244910701349,-0.01105,59.98182,112.40739,0.605067631630849,14.73777,1.0213714960774
3.667,0,59.982,76.98908,0.984371336308043,-96.36167,1.01586114456756,-0.00059,59.98247,-79.37992,2.63535478581421,-86.9935,1.04254173347597,-0.01261,59.98183,112.40647,0.605483113380492,14.5195,1.02136851494184
3.7,0,59.982,76.76414,0.985817007237012,-96.57366,1.01582945310842,-0.00371,59.98257,-79.57654,2.63552508970986,-87.20165,1.04240967012437,-0.00559,59.98216,112.32308,0.605727394898189,14.30378,1.02135707487176
3.733,0,59.982,76.56134,0.982895369212373,-96.78375,1.01574490954972,0.00227,59.98214,-79.75977,2.63502344016459,-87.41472,1.04223770102503,0.00115,59.98238,112.14409,0.605860530715563,14.09174,1.0213104420897
3.767,0,59.981,76.37336,0.983641479542597,-96.99383,1.01573437506609,0.00952,59.98188,-79.95744,2.63459092802538,-87.63142,1.04210778586827,0.00077,59.98204,111.92697,0.606102362247392,13.8781,1.02125100101784
3.8,0,59.982,76.26521,0.982955423743998,-97.20583,1.01566040203775,0.00545,59.98192,-80.13873,2.63482050962787,-87.84857,1.04179305747645,-0.0014,59.98159,111.69338,0.606360746122764,13.65907,1.02121104762615
